Index,ID,Overall,Position,GeneralPosition,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
5515,39386,70,LB,DF,63.0,61.0,54.0,67.0,62.0,66.0,67.0,62.0,59.0,67.0,77.0,76.0,77.0,72.0,74.0,66.0,72.0,87.0,53.0,56.0,65.0,65.0,68.0,62.0,59.0,73.0,67.0,68.0,68.0,12.0,6.0,8.0,6.0,11.0
5516,239322,70,RCB,DF,20.0,25.0,68.0,63.0,33.0,39.0,26.0,20.0,59.0,46.0,56.0,54.0,44.0,51.0,34.0,50.0,61.0,74.0,85.0,34.0,73.0,68.0,31.0,25.0,37.0,69.0,70.0,74.0,73.0,11.0,9.0,9.0,12.0,14.0
5517,207835,70,RS,FW,50.0,69.0,63.0,64.0,60.0,70.0,63.0,49.0,48.0,69.0,89.0,92.0,90.0,65.0,63.0,70.0,85.0,76.0,72.0,66.0,57.0,29.0,66.0,60.0,72.0,65.0,24.0,31.0,22.0,13.0,11.0,6.0,14.0,8.0
5518,212955,70,RM,MF,67.0,58.0,50.0,72.0,51.0,72.0,66.0,60.0,68.0,72.0,69.0,69.0,71.0,71.0,69.0,58.0,60.0,74.0,42.0,58.0,45.0,24.0,66.0,70.0,54.0,68.0,39.0,51.0,55.0,8.0,11.0,9.0,8.0,10.0
5519,155355,70,CAM,MF,69.0,61.0,58.0,70.0,64.0,68.0,66.0,65.0,66.0,69.0,73.0,69.0,75.0,74.0,78.0,65.0,58.0,73.0,52.0,61.0,52.0,51.0,70.0,74.0,63.0,72.0,46.0,48.0,41.0,6.0,7.0,7.0,8.0,7.0
5520,234203,70,CM,MF,71.0,43.0,50.0,74.0,33.0,68.0,67.0,64.0,75.0,73.0,64.0,66.0,68.0,71.0,74.0,69.0,63.0,72.0,67.0,55.0,68.0,67.0,54.0,70.0,56.0,69.0,68.0,66.0,62.0,10.0,6.0,11.0,12.0,5.0
5521,216284,70,CB,DF,31.0,28.0,77.0,60.0,29.0,35.0,27.0,22.0,46.0,50.0,31.0,33.0,34.0,65.0,33.0,50.0,34.0,35.0,94.0,24.0,74.0,66.0,28.0,51.0,38.0,60.0,67.0,70.0,65.0,13.0,15.0,7.0,10.0,8.0
5522,222428,70,RCB,DF,29.0,27.0,76.0,64.0,35.0,30.0,30.0,37.0,57.0,55.0,51.0,61.0,47.0,68.0,35.0,50.0,60.0,79.0,81.0,28.0,64.0,72.0,30.0,42.0,49.0,53.0,70.0,69.0,63.0,6.0,7.0,6.0,15.0,8.0
5523,234972,70,ST,FW,46.0,73.0,68.0,48.0,62.0,67.0,52.0,38.0,37.0,69.0,81.0,81.0,75.0,52.0,68.0,70.0,51.0,64.0,75.0,68.0,38.0,14.0,74.0,40.0,54.0,58.0,37.0,24.0,28.0,6.0,14.0,7.0,15.0,15.0
5524,237532,70,RB,DF,67.0,36.0,50.0,66.0,44.0,70.0,71.0,67.0,60.0,71.0,73.0,72.0,74.0,69.0,73.0,75.0,63.0,78.0,70.0,62.0,65.0,69.0,50.0,45.0,61.0,63.0,64.0,69.0,68.0,12.0,14.0,9.0,8.0,13.0
5525,195036,70,ST,FW,42.0,71.0,74.0,57.0,63.0,64.0,60.0,35.0,30.0,67.0,77.0,77.0,79.0,67.0,83.0,70.0,91.0,79.0,64.0,66.0,53.0,20.0,73.0,53.0,64.0,70.0,15.0,21.0,14.0,13.0,10.0,10.0,7.0,12.0
5526,203741,70,LB,DF,68.0,46.0,62.0,70.0,33.0,68.0,63.0,44.0,65.0,67.0,76.0,79.0,65.0,67.0,66.0,57.0,82.0,85.0,75.0,46.0,67.0,65.0,63.0,59.0,45.0,63.0,64.0,66.0,67.0,15.0,11.0,14.0,10.0,10.0
5527,210653,70,LCB,DF,40.0,41.0,65.0,60.0,35.0,60.0,24.0,42.0,56.0,66.0,53.0,54.0,59.0,64.0,57.0,49.0,87.0,76.0,75.0,43.0,70.0,67.0,27.0,52.0,31.0,50.0,65.0,72.0,71.0,8.0,16.0,14.0,8.0,11.0
5528,241629,70,LM,MF,73.0,45.0,60.0,64.0,53.0,74.0,56.0,60.0,60.0,72.0,79.0,77.0,72.0,69.0,64.0,59.0,67.0,67.0,60.0,59.0,66.0,65.0,65.0,66.0,55.0,68.0,69.0,68.0,69.0,11.0,7.0,8.0,8.0,10.0
5529,177373,70,RCB,DF,54.0,25.0,64.0,62.0,58.0,50.0,49.0,41.0,60.0,57.0,64.0,76.0,60.0,63.0,55.0,61.0,81.0,67.0,77.0,31.0,87.0,66.0,38.0,52.0,38.0,61.0,67.0,72.0,66.0,11.0,6.0,14.0,12.0,14.0
5530,195037,70,CB,DF,24.0,20.0,75.0,55.0,18.0,31.0,25.0,16.0,53.0,44.0,31.0,32.0,34.0,58.0,37.0,32.0,74.0,66.0,91.0,18.0,69.0,67.0,35.0,39.0,27.0,50.0,70.0,71.0,70.0,11.0,11.0,8.0,10.0,9.0
5531,208862,70,RDM,MF,49.0,29.0,71.0,69.0,34.0,53.0,46.0,33.0,64.0,62.0,65.0,53.0,56.0,67.0,45.0,49.0,66.0,61.0,69.0,34.0,69.0,69.0,39.0,43.0,40.0,59.0,72.0,69.0,68.0,8.0,8.0,9.0,7.0,10.0
5532,223966,70,LB,DF,72.0,43.0,52.0,63.0,60.0,65.0,73.0,70.0,66.0,66.0,82.0,77.0,80.0,66.0,81.0,76.0,77.0,77.0,68.0,68.0,83.0,66.0,58.0,60.0,66.0,64.0,63.0,68.0,69.0,7.0,7.0,9.0,13.0,14.0
5533,232926,70,LS,FW,61.0,74.0,72.0,69.0,59.0,66.0,68.0,39.0,64.0,71.0,53.0,52.0,73.0,54.0,57.0,72.0,79.0,72.0,75.0,61.0,29.0,18.0,76.0,67.0,62.0,74.0,20.0,35.0,22.0,9.0,10.0,14.0,6.0,10.0
5534,200671,70,LDM,MF,44.0,50.0,67.0,76.0,43.0,63.0,67.0,57.0,66.0,66.0,56.0,50.0,68.0,67.0,74.0,79.0,72.0,80.0,69.0,60.0,73.0,68.0,46.0,62.0,53.0,64.0,69.0,64.0,61.0,10.0,14.0,13.0,10.0,15.0
5535,200672,70,LCB,DF,56.0,21.0,75.0,55.0,24.0,56.0,47.0,34.0,47.0,59.0,71.0,72.0,63.0,65.0,71.0,77.0,77.0,65.0,85.0,55.0,83.0,63.0,53.0,64.0,34.0,68.0,71.0,61.0,65.0,8.0,8.0,9.0,14.0,10.0
5536,208096,70,CAM,MF,63.0,64.0,42.0,72.0,51.0,68.0,64.0,62.0,69.0,73.0,73.0,66.0,74.0,61.0,78.0,64.0,64.0,73.0,60.0,64.0,45.0,32.0,63.0,71.0,55.0,61.0,48.0,30.0,28.0,9.0,7.0,6.0,16.0,13.0
5537,220128,70,RS,FW,59.0,68.0,67.0,66.0,70.0,69.0,68.0,48.0,51.0,69.0,76.0,76.0,81.0,67.0,75.0,73.0,55.0,70.0,62.0,68.0,65.0,34.0,70.0,62.0,65.0,67.0,15.0,23.0,21.0,13.0,13.0,16.0,12.0,9.0
5538,230368,70,RB,DF,77.0,51.0,65.0,67.0,54.0,67.0,41.0,42.0,61.0,62.0,71.0,73.0,72.0,67.0,71.0,53.0,66.0,65.0,64.0,52.0,57.0,66.0,51.0,67.0,62.0,66.0,70.0,71.0,71.0,12.0,8.0,13.0,7.0,9.0
5539,206561,70,GK,GK,13.0,20.0,15.0,24.0,18.0,19.0,11.0,11.0,22.0,19.0,37.0,33.0,32.0,59.0,29.0,25.0,43.0,22.0,38.0,14.0,20.0,11.0,7.0,39.0,23.0,35.0,10.0,11.0,14.0,72.0,69.0,67.0,68.0,72.0
5540,228321,70,RB,DF,68.0,51.0,57.0,67.0,34.0,67.0,58.0,44.0,59.0,68.0,84.0,79.0,75.0,64.0,65.0,66.0,58.0,77.0,68.0,59.0,81.0,63.0,63.0,44.0,45.0,59.0,70.0,70.0,67.0,9.0,14.0,6.0,11.0,11.0
5541,239841,70,CB,DF,59.0,36.0,66.0,58.0,35.0,48.0,36.0,40.0,64.0,54.0,69.0,69.0,66.0,64.0,54.0,52.0,68.0,76.0,74.0,49.0,64.0,72.0,40.0,42.0,40.0,62.0,72.0,74.0,72.0,5.0,14.0,5.0,7.0,7.0
5542,200930,70,CAM,MF,65.0,58.0,45.0,72.0,53.0,70.0,70.0,70.0,70.0,71.0,77.0,76.0,77.0,68.0,74.0,56.0,41.0,78.0,59.0,66.0,38.0,26.0,60.0,72.0,60.0,72.0,44.0,38.0,32.0,12.0,10.0,11.0,7.0,7.0
5543,201698,70,CDM,MF,52.0,56.0,53.0,74.0,74.0,63.0,69.0,54.0,71.0,70.0,74.0,72.0,79.0,66.0,70.0,62.0,53.0,72.0,45.0,69.0,68.0,73.0,53.0,70.0,47.0,64.0,68.0,68.0,67.0,7.0,7.0,7.0,6.0,16.0
5544,219106,70,LDM,MF,54.0,43.0,60.0,78.0,44.0,67.0,65.0,70.0,74.0,72.0,54.0,62.0,60.0,66.0,45.0,69.0,33.0,72.0,77.0,68.0,63.0,64.0,58.0,74.0,38.0,73.0,63.0,66.0,61.0,9.0,7.0,6.0,7.0,11.0
5545,172258,70,LDM,MF,37.0,35.0,68.0,67.0,57.0,52.0,41.0,37.0,61.0,64.0,53.0,53.0,57.0,69.0,65.0,46.0,78.0,75.0,79.0,30.0,86.0,70.0,21.0,49.0,36.0,64.0,71.0,72.0,65.0,9.0,15.0,8.0,6.0,6.0
5546,239842,70,ST,FW,36.0,72.0,70.0,56.0,61.0,66.0,44.0,36.0,24.0,61.0,70.0,74.0,65.0,66.0,50.0,76.0,66.0,67.0,83.0,62.0,77.0,17.0,68.0,46.0,60.0,67.0,27.0,24.0,19.0,9.0,8.0,14.0,7.0,13.0
5547,193250,70,LB,DF,73.0,33.0,57.0,66.0,39.0,69.0,71.0,55.0,68.0,68.0,78.0,76.0,70.0,68.0,68.0,70.0,71.0,69.0,73.0,56.0,74.0,66.0,58.0,48.0,33.0,66.0,68.0,70.0,71.0,6.0,11.0,11.0,13.0,9.0
5548,215267,70,ST,FW,42.0,78.0,77.0,62.0,58.0,66.0,42.0,34.0,31.0,69.0,34.0,47.0,34.0,68.0,33.0,71.0,34.0,68.0,90.0,62.0,59.0,24.0,72.0,53.0,72.0,61.0,27.0,27.0,27.0,11.0,9.0,11.0,15.0,11.0
5549,225507,70,LCM,MF,55.0,43.0,44.0,67.0,53.0,61.0,53.0,55.0,59.0,63.0,83.0,77.0,74.0,61.0,87.0,65.0,80.0,86.0,65.0,49.0,88.0,73.0,55.0,55.0,51.0,69.0,72.0,72.0,67.0,16.0,13.0,14.0,12.0,6.0
5550,184035,70,LWB,DF,69.0,51.0,38.0,60.0,25.0,66.0,61.0,46.0,63.0,67.0,81.0,79.0,70.0,68.0,72.0,70.0,75.0,80.0,78.0,59.0,66.0,68.0,45.0,57.0,34.0,70.0,65.0,70.0,71.0,12.0,9.0,11.0,15.0,6.0
5551,186595,70,RM,MF,70.0,60.0,42.0,67.0,64.0,68.0,64.0,66.0,65.0,67.0,78.0,78.0,73.0,63.0,72.0,72.0,51.0,80.0,67.0,74.0,62.0,55.0,66.0,67.0,64.0,59.0,61.0,65.0,64.0,8.0,13.0,8.0,10.0,8.0
5552,189923,70,LB,DF,66.0,30.0,71.0,62.0,53.0,56.0,45.0,35.0,61.0,60.0,80.0,84.0,77.0,67.0,62.0,55.0,67.0,73.0,75.0,40.0,90.0,72.0,47.0,54.0,36.0,66.0,68.0,68.0,65.0,11.0,13.0,11.0,16.0,6.0
5553,209892,70,LM,MF,68.0,61.0,36.0,72.0,60.0,72.0,69.0,69.0,69.0,72.0,76.0,73.0,85.0,66.0,86.0,74.0,65.0,63.0,65.0,75.0,45.0,27.0,57.0,66.0,69.0,65.0,26.0,32.0,28.0,13.0,12.0,8.0,13.0,16.0
5554,153060,70,LCB,DF,46.0,38.0,73.0,67.0,23.0,39.0,46.0,27.0,56.0,58.0,47.0,44.0,58.0,70.0,52.0,48.0,72.0,65.0,75.0,35.0,76.0,68.0,37.0,52.0,40.0,63.0,68.0,70.0,69.0,11.0,10.0,13.0,6.0,13.0
5555,198117,70,CB,DF,36.0,21.0,70.0,53.0,41.0,35.0,37.0,38.0,40.0,52.0,55.0,67.0,49.0,65.0,31.0,58.0,84.0,71.0,75.0,49.0,69.0,69.0,24.0,47.0,24.0,70.0,68.0,73.0,66.0,13.0,15.0,6.0,8.0,5.0
5556,206565,70,CAM,MF,64.0,69.0,42.0,68.0,56.0,72.0,63.0,62.0,65.0,69.0,86.0,79.0,87.0,60.0,81.0,58.0,64.0,78.0,62.0,63.0,38.0,31.0,68.0,67.0,62.0,69.0,32.0,51.0,37.0,12.0,13.0,14.0,15.0,6.0
5557,216549,70,ST,FW,51.0,72.0,70.0,59.0,64.0,69.0,61.0,51.0,51.0,66.0,67.0,74.0,44.0,61.0,56.0,75.0,54.0,69.0,81.0,64.0,67.0,19.0,65.0,57.0,63.0,63.0,19.0,21.0,21.0,15.0,12.0,8.0,15.0,8.0
5558,220901,70,GK,GK,12.0,19.0,20.0,56.0,20.0,17.0,18.0,15.0,50.0,38.0,45.0,41.0,48.0,66.0,38.0,25.0,38.0,29.0,42.0,14.0,24.0,11.0,15.0,33.0,26.0,46.0,28.0,14.0,13.0,68.0,72.0,61.0,67.0,71.0
5559,227557,70,ST,FW,54.0,75.0,73.0,67.0,63.0,68.0,39.0,29.0,34.0,65.0,68.0,74.0,74.0,64.0,58.0,67.0,82.0,69.0,72.0,63.0,42.0,25.0,68.0,57.0,67.0,66.0,28.0,21.0,19.0,13.0,6.0,14.0,10.0,6.0
5560,241637,70,CM,MF,47.0,48.0,64.0,73.0,44.0,69.0,47.0,45.0,70.0,73.0,69.0,72.0,66.0,69.0,58.0,67.0,71.0,70.0,74.0,46.0,72.0,69.0,67.0,65.0,47.0,70.0,69.0,71.0,61.0,9.0,8.0,12.0,12.0,7.0
5561,227558,70,ST,FW,52.0,72.0,70.0,66.0,67.0,64.0,58.0,43.0,49.0,69.0,60.0,66.0,63.0,67.0,61.0,69.0,70.0,69.0,78.0,61.0,40.0,28.0,71.0,56.0,65.0,62.0,26.0,18.0,24.0,14.0,10.0,12.0,14.0,6.0
5562,229606,70,CM,MF,59.0,46.0,41.0,73.0,37.0,68.0,60.0,45.0,71.0,75.0,56.0,65.0,71.0,67.0,69.0,63.0,65.0,75.0,72.0,55.0,80.0,66.0,56.0,68.0,39.0,73.0,51.0,68.0,63.0,11.0,13.0,8.0,9.0,13.0
5563,229862,70,RCM,MF,56.0,72.0,46.0,72.0,36.0,74.0,34.0,40.0,69.0,72.0,65.0,52.0,63.0,69.0,70.0,68.0,46.0,54.0,48.0,73.0,58.0,67.0,63.0,66.0,42.0,59.0,67.0,66.0,52.0,9.0,15.0,8.0,6.0,8.0
5564,236518,70,LM,MF,63.0,70.0,46.0,66.0,51.0,74.0,61.0,42.0,59.0,69.0,84.0,82.0,73.0,57.0,79.0,69.0,62.0,58.0,56.0,66.0,31.0,28.0,67.0,67.0,55.0,58.0,28.0,32.0,26.0,14.0,6.0,13.0,10.0,13.0
5565,198631,70,ST,FW,56.0,68.0,58.0,54.0,75.0,66.0,59.0,49.0,46.0,76.0,81.0,78.0,92.0,66.0,77.0,78.0,91.0,62.0,72.0,59.0,74.0,26.0,71.0,60.0,60.0,58.0,16.0,15.0,11.0,9.0,15.0,6.0,8.0,9.0
5566,219879,70,RW,MF,68.0,66.0,43.0,66.0,48.0,78.0,72.0,66.0,67.0,69.0,76.0,75.0,76.0,70.0,76.0,70.0,60.0,67.0,33.0,71.0,43.0,36.0,63.0,69.0,49.0,68.0,29.0,44.0,37.0,7.0,10.0,7.0,13.0,8.0
5567,163303,70,CDM,MF,70.0,61.0,64.0,74.0,59.0,62.0,70.0,71.0,66.0,70.0,32.0,50.0,66.0,69.0,66.0,68.0,68.0,61.0,71.0,62.0,74.0,67.0,60.0,58.0,65.0,70.0,73.0,72.0,68.0,10.0,13.0,16.0,16.0,11.0
5568,164839,70,RCB,DF,53.0,34.0,68.0,71.0,36.0,59.0,34.0,31.0,73.0,60.0,49.0,58.0,54.0,69.0,64.0,49.0,58.0,73.0,67.0,40.0,69.0,66.0,28.0,51.0,49.0,73.0,74.0,71.0,70.0,12.0,7.0,7.0,6.0,10.0
5569,198632,70,LM,MF,60.0,60.0,41.0,68.0,50.0,75.0,55.0,52.0,60.0,68.0,84.0,88.0,79.0,60.0,84.0,65.0,73.0,81.0,51.0,59.0,24.0,40.0,65.0,67.0,59.0,66.0,32.0,38.0,45.0,13.0,12.0,6.0,9.0,13.0
5570,172520,70,RCB,DF,54.0,36.0,68.0,63.0,43.0,55.0,48.0,58.0,62.0,62.0,63.0,68.0,60.0,67.0,63.0,69.0,68.0,83.0,84.0,39.0,71.0,67.0,48.0,56.0,49.0,69.0,71.0,67.0,68.0,8.0,9.0,16.0,14.0,13.0
5571,189928,70,CB,DF,39.0,18.0,82.0,50.0,27.0,16.0,22.0,21.0,42.0,44.0,50.0,50.0,51.0,63.0,70.0,57.0,84.0,70.0,88.0,45.0,74.0,64.0,65.0,33.0,44.0,62.0,68.0,70.0,66.0,16.0,13.0,8.0,15.0,10.0
5572,224489,70,CB,DF,23.0,22.0,71.0,61.0,31.0,53.0,34.0,29.0,53.0,54.0,64.0,60.0,49.0,65.0,54.0,45.0,72.0,69.0,79.0,29.0,66.0,67.0,28.0,36.0,33.0,63.0,71.0,74.0,67.0,7.0,13.0,16.0,10.0,7.0
5573,153066,70,LB,DF,80.0,52.0,53.0,52.0,48.0,76.0,73.0,68.0,71.0,69.0,73.0,72.0,71.0,66.0,73.0,71.0,71.0,69.0,64.0,68.0,65.0,67.0,53.0,64.0,84.0,74.0,71.0,73.0,71.0,8.0,14.0,6.0,15.0,8.0
5574,235754,70,LB,DF,71.0,53.0,66.0,70.0,48.0,69.0,63.0,65.0,54.0,72.0,74.0,72.0,77.0,59.0,72.0,64.0,63.0,75.0,60.0,59.0,59.0,63.0,53.0,51.0,58.0,58.0,64.0,69.0,70.0,7.0,9.0,9.0,10.0,11.0
5575,236522,70,CAM,MF,65.0,66.0,53.0,69.0,45.0,73.0,48.0,45.0,63.0,72.0,74.0,76.0,77.0,62.0,74.0,64.0,62.0,67.0,60.0,63.0,40.0,20.0,73.0,65.0,60.0,50.0,23.0,12.0,13.0,14.0,6.0,10.0,8.0,5.0
5576,206571,70,RM,MF,66.0,68.0,48.0,67.0,48.0,70.0,64.0,65.0,65.0,72.0,77.0,83.0,74.0,58.0,62.0,72.0,69.0,68.0,65.0,70.0,58.0,17.0,66.0,69.0,62.0,59.0,23.0,23.0,19.0,9.0,11.0,7.0,16.0,13.0
5577,212459,70,CM,MF,65.0,60.0,60.0,73.0,58.0,70.0,68.0,68.0,71.0,72.0,64.0,64.0,64.0,64.0,70.0,70.0,70.0,70.0,68.0,65.0,64.0,62.0,65.0,68.0,60.0,63.0,62.0,64.0,64.0,15.0,7.0,8.0,7.0,7.0
5578,221675,70,RM,MF,52.0,64.0,49.0,64.0,48.0,75.0,38.0,38.0,59.0,65.0,89.0,89.0,87.0,66.0,83.0,56.0,57.0,80.0,65.0,55.0,58.0,49.0,76.0,60.0,39.0,54.0,60.0,41.0,37.0,16.0,10.0,15.0,10.0,9.0
5579,226285,70,GK,GK,21.0,17.0,15.0,24.0,14.0,21.0,20.0,18.0,22.0,23.0,45.0,49.0,31.0,67.0,39.0,20.0,51.0,40.0,75.0,12.0,34.0,21.0,14.0,51.0,11.0,47.0,19.0,14.0,19.0,72.0,68.0,60.0,65.0,73.0
5580,226797,70,LDM,MF,70.0,61.0,47.0,70.0,49.0,71.0,81.0,82.0,68.0,74.0,76.0,75.0,77.0,70.0,78.0,78.0,78.0,74.0,66.0,65.0,56.0,58.0,60.0,71.0,70.0,71.0,70.0,64.0,56.0,7.0,15.0,12.0,14.0,14.0
5581,230382,70,LCB,DF,38.0,44.0,68.0,66.0,52.0,51.0,55.0,40.0,56.0,59.0,76.0,68.0,71.0,73.0,67.0,61.0,85.0,64.0,74.0,46.0,67.0,76.0,50.0,64.0,49.0,78.0,66.0,66.0,66.0,7.0,7.0,7.0,9.0,12.0
5582,231150,70,CM,MF,65.0,53.0,51.0,72.0,38.0,72.0,71.0,64.0,68.0,73.0,78.0,78.0,83.0,65.0,76.0,63.0,52.0,78.0,70.0,69.0,73.0,73.0,60.0,67.0,65.0,72.0,56.0,68.0,62.0,5.0,7.0,12.0,8.0,5.0
5583,169710,70,CDM,MF,64.0,45.0,61.0,70.0,49.0,67.0,36.0,66.0,66.0,67.0,66.0,68.0,72.0,65.0,81.0,62.0,84.0,78.0,71.0,36.0,76.0,71.0,46.0,61.0,34.0,74.0,68.0,69.0,72.0,14.0,12.0,13.0,11.0,12.0
5584,235502,70,LM,MF,62.0,71.0,59.0,67.0,61.0,76.0,67.0,65.0,63.0,74.0,78.0,74.0,88.0,59.0,68.0,66.0,62.0,70.0,63.0,68.0,56.0,16.0,65.0,63.0,59.0,54.0,16.0,22.0,15.0,13.0,10.0,8.0,12.0,10.0
5585,241390,70,LDM,MF,64.0,61.0,58.0,74.0,56.0,74.0,57.0,54.0,72.0,74.0,66.0,65.0,74.0,63.0,67.0,76.0,50.0,72.0,63.0,74.0,77.0,44.0,64.0,69.0,58.0,68.0,56.0,65.0,59.0,8.0,5.0,14.0,6.0,15.0
5586,244206,70,CB,DF,21.0,21.0,66.0,65.0,22.0,18.0,21.0,32.0,42.0,58.0,67.0,61.0,52.0,75.0,55.0,42.0,69.0,54.0,62.0,16.0,72.0,71.0,18.0,22.0,40.0,51.0,65.0,75.0,72.0,9.0,8.0,8.0,9.0,6.0
5587,211440,70,ST,FW,36.0,76.0,62.0,56.0,64.0,72.0,45.0,32.0,32.0,71.0,85.0,82.0,60.0,56.0,75.0,75.0,64.0,65.0,59.0,65.0,36.0,24.0,68.0,56.0,70.0,56.0,25.0,23.0,20.0,7.0,11.0,12.0,11.0,15.0
5588,214000,70,CF,FW,52.0,67.0,64.0,69.0,64.0,74.0,69.0,60.0,57.0,74.0,85.0,88.0,83.0,66.0,79.0,65.0,68.0,69.0,59.0,63.0,60.0,29.0,65.0,66.0,62.0,64.0,48.0,33.0,21.0,12.0,14.0,9.0,8.0,11.0
5589,221168,70,ST,FW,54.0,72.0,66.0,66.0,59.0,66.0,52.0,32.0,59.0,68.0,77.0,69.0,72.0,66.0,62.0,68.0,68.0,72.0,67.0,57.0,58.0,42.0,75.0,62.0,72.0,68.0,20.0,18.0,16.0,15.0,13.0,9.0,9.0,11.0
5590,229104,70,CM,MF,75.0,59.0,47.0,70.0,62.0,69.0,83.0,83.0,77.0,72.0,48.0,55.0,64.0,62.0,60.0,84.0,63.0,73.0,67.0,81.0,55.0,61.0,65.0,69.0,58.0,72.0,56.0,56.0,50.0,7.0,6.0,13.0,13.0,11.0
5591,233201,70,LCB,DF,29.0,22.0,58.0,66.0,24.0,56.0,25.0,31.0,54.0,66.0,64.0,65.0,51.0,66.0,64.0,33.0,74.0,66.0,74.0,24.0,68.0,68.0,28.0,53.0,42.0,64.0,69.0,72.0,72.0,10.0,10.0,12.0,14.0,12.0
5592,188657,70,GK,GK,15.0,12.0,14.0,36.0,14.0,20.0,15.0,13.0,36.0,23.0,54.0,46.0,50.0,69.0,34.0,12.0,46.0,31.0,64.0,19.0,24.0,22.0,13.0,65.0,43.0,39.0,15.0,13.0,14.0,74.0,65.0,64.0,65.0,73.0
5593,189425,70,RCM,MF,66.0,56.0,46.0,73.0,70.0,69.0,73.0,65.0,70.0,72.0,68.0,65.0,69.0,68.0,67.0,71.0,60.0,68.0,72.0,68.0,64.0,64.0,65.0,71.0,75.0,67.0,62.0,66.0,57.0,13.0,9.0,10.0,6.0,9.0
5594,195313,70,CB,DF,39.0,19.0,70.0,58.0,62.0,44.0,28.0,25.0,59.0,60.0,51.0,50.0,38.0,67.0,48.0,36.0,52.0,65.0,75.0,34.0,67.0,75.0,40.0,37.0,38.0,56.0,74.0,71.0,68.0,13.0,9.0,11.0,8.0,7.0
5595,201714,70,ST,FW,67.0,74.0,72.0,69.0,72.0,58.0,55.0,44.0,59.0,66.0,64.0,66.0,59.0,58.0,69.0,69.0,83.0,54.0,92.0,59.0,68.0,40.0,69.0,67.0,50.0,80.0,21.0,29.0,36.0,9.0,16.0,6.0,9.0,16.0
5596,211954,70,CB,DF,57.0,53.0,70.0,68.0,75.0,64.0,51.0,47.0,67.0,68.0,63.0,67.0,59.0,67.0,57.0,78.0,76.0,81.0,77.0,75.0,70.0,69.0,57.0,68.0,47.0,61.0,68.0,70.0,64.0,16.0,9.0,11.0,10.0,11.0
5597,213490,70,CAM,MF,61.0,66.0,59.0,67.0,56.0,75.0,57.0,53.0,66.0,75.0,74.0,74.0,80.0,61.0,71.0,64.0,75.0,65.0,67.0,65.0,54.0,43.0,64.0,68.0,60.0,64.0,40.0,45.0,40.0,9.0,7.0,14.0,7.0,14.0
5598,226035,70,ST,FW,49.0,65.0,69.0,64.0,61.0,63.0,45.0,53.0,51.0,63.0,89.0,90.0,76.0,64.0,71.0,77.0,78.0,76.0,78.0,60.0,79.0,28.0,67.0,55.0,71.0,60.0,39.0,26.0,19.0,15.0,9.0,8.0,14.0,8.0
5599,183283,70,LCB,DF,63.0,37.0,72.0,64.0,35.0,48.0,38.0,57.0,61.0,61.0,54.0,55.0,48.0,61.0,49.0,72.0,58.0,54.0,80.0,33.0,74.0,69.0,43.0,54.0,50.0,58.0,72.0,70.0,65.0,16.0,15.0,11.0,6.0,12.0
5600,224756,70,RCM,MF,67.0,63.0,56.0,67.0,38.0,77.0,62.0,40.0,62.0,76.0,76.0,70.0,77.0,60.0,68.0,56.0,49.0,61.0,57.0,54.0,47.0,57.0,71.0,68.0,44.0,63.0,59.0,66.0,55.0,9.0,8.0,14.0,6.0,12.0
5601,184820,70,LCB,DF,53.0,43.0,70.0,59.0,48.0,62.0,44.0,39.0,57.0,56.0,48.0,50.0,57.0,65.0,45.0,47.0,61.0,30.0,80.0,44.0,70.0,62.0,30.0,54.0,45.0,71.0,74.0,72.0,67.0,11.0,8.0,11.0,11.0,14.0
5602,190196,70,RCB,DF,30.0,14.0,75.0,53.0,13.0,32.0,25.0,42.0,58.0,58.0,67.0,73.0,59.0,65.0,58.0,44.0,90.0,78.0,80.0,19.0,72.0,65.0,44.0,44.0,39.0,60.0,68.0,69.0,60.0,15.0,8.0,8.0,10.0,6.0
5603,193780,70,RM,MF,69.0,67.0,45.0,72.0,69.0,74.0,78.0,76.0,68.0,73.0,75.0,73.0,73.0,64.0,72.0,82.0,68.0,56.0,54.0,79.0,54.0,48.0,62.0,68.0,73.0,69.0,38.0,41.0,38.0,11.0,11.0,11.0,9.0,7.0
5604,199413,70,RDM,MF,78.0,60.0,50.0,71.0,62.0,72.0,81.0,75.0,66.0,75.0,70.0,68.0,71.0,70.0,68.0,75.0,65.0,81.0,72.0,71.0,53.0,42.0,61.0,77.0,76.0,73.0,35.0,45.0,37.0,14.0,13.0,13.0,13.0,12.0
5605,214005,70,RB,DF,67.0,52.0,57.0,65.0,46.0,67.0,65.0,69.0,63.0,68.0,83.0,84.0,73.0,71.0,74.0,74.0,70.0,72.0,69.0,73.0,69.0,65.0,43.0,62.0,70.0,65.0,65.0,66.0,66.0,6.0,10.0,12.0,7.0,10.0
